epoch,box_loss,cls_loss,dfl_loss
1,3.95542,3.80241,2.7349
2,2.59697,2.28239,1.58574
3,2.42133,2.18812,1.45923
4,2.34459,2.08852,1.38733
5,2.24614,1.95783,1.33292
6,2.19554,1.88202,1.30201
7,2.16676,1.82429,1.28144
8,2.12415,1.76333,1.25791
9,2.10634,1.74373,1.25197
