epoch,box_loss,cls_loss,dfl_loss
1,2.08696,3.32033,0.00812
2,1.95416,2.15124,0.00716
3,1.9342,1.90885,0.00704
4,1.91255,1.77446,0.00697
5,1.89472,1.67749,0.00686
6,1.87471,1.59946,0.00673
7,1.85448,1.55424,0.00667
8,1.82047,1.49356,0.00649
9,1.81258,1.44656,0.00641
10,1.7882,1.41736,0.00635
